team,wins,losses,run_diff,streak,games_played,win_pct
NYY,80,58,125,W1,138,.580
BAL,80,59,97,W2,139,.576
BOS,70,68,5,L3,138,.507
TB,67,70,-66,L2,137,.489
TOR,67,72,-52,L1,139,.482
CLE,79,59,74,W2,138,.572
MIN,75,62,52,W2,137,.547
KC,75,64,91,L6,139,.540
DET,70,69,14,L1,139,.504
CWS,31,108,-301,L11,139,.223
HOU,75,63,87,L1,138,.543
SEA,69,69,23,L3,138,.500
TEX,65,73,-49,L1,138,.471
OAK,60,78,-72,W1,138,.435
LAA,57,80,-127,W2,137,.416
PHI,81,56,110,W2,137,.591
ATL,74,63,61,L2,137,.540
NYM,74,64,44,W5,138,.536
WSH,61,76,-75,L3,137,.445
MIA,51,86,-185,W2,137,.372
MIL,81,57,139,W1,138,.587
CHC,71,67,50,L1,138,.514
STL,69,69,-58,L1,138,.500
CIN,66,73,13,W2,139,.475
PIT,64,73,-48,W1,137,.467
LAD,83,55,117,W1,138,.601
SD,79,61,70,W2,140,.564
ARI,77,61,92,L1,138,.558
SF,68,70,-20,L2,138,.493
COL,51,87,-211,L1,138,.370
